country,city,property_type,bedrooms,furnished,amenities_count,amenities_list,included_bills,included_bills_total,price,area_average_rent,deposit_amount,landlord_verified,reputation_score,nationality_mismatch,min_stay_months,thumbs_up_count,thumbs_down_count,average_review_rating,rental_description,reviews,is_scam,label
Taiwan,Taoyuan,flat,3,0,5,"Bike Storage, Garden, Lift/Elevator, Parking, Pool","Council Tax, Gas/Heating, Parking",141,482,950,1081,0,44,TRUE,1,43,30,4,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,Landlord refused every request for a viewing before payment.,1,Scam
Italy,Palermo,flat,2,1,6,"CCTV/Security, Concierge, Gym, Lift/Elevator, Parking, WiFi",Parking,68,430,1083.3,1528,0,43,TRUE,12,15,28,2,Massive discount on this stunning flat. Owner cannot meet in person. Western Union or bank transfer accepted.,Agent said they would send keys by post. This is a known scam method.,1,Scam
Japan,Kobe,house,3,1,2,"Concierge, Lift/Elevator",,0,806,714.15,968,0,42,TRUE,6,44,5,2,Comfortable 2-bed apartment close to university. Great for professionals or students.,Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Cyprus,Nicosia,flat,1,0,5,"Balcony, Garden, Lift/Elevator, Parking, WiFi",,0,325,754,1035,0,37,TRUE,12,44,0,5,Cheap rent for the right tenant. No agents. No viewings. Deposit via PayPal secures the property.,Sent deposit and then received no further replies from the landlord.,1,Scam
Thailand,Chon Buri (Pattaya),flat,3,1,6,"CCTV/Security, Garden, Laundry Room, Lift/Elevator, Washing Machine, WiFi","Gym, Parking, Water",151,1124,2219.5,2852,0,44,TRUE,3,31,15,1,Low rent because I have already found my new place and am paying double. Need someone fast.,Asked for payment via Western Union which is a major red flag.,1,Scam
India,Bangalore,flat,2,0,6,"Bike Storage, CCTV/Security, Dishwasher, Parking, Pool, WiFi","Council Tax, Laundry Room, TV Licence",338,516,470,493,0,70,TRUE,6,38,17,1,Modern open-plan flat in a secure building with entry phone. Walking distance to the city centre.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Greece,Heraklion,studio,0,0,9,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Laundry Room, Lift/Elevator, Parking, WiFi",Water,165,465,471.2,695,1,23,TRUE,1,58,15,3,Comfortable 2-bed apartment close to university. Great for professionals or students.,Did not have a single issue during our 18-month tenancy.,0,Not Scam
Sweden,Stockholm,flat,3,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Electricity, Parking, WiFi",241,2749,2401.2,2853,1,33,TRUE,3,45,15,5,"Well-maintained apartment on a quiet residential street. Hardwood floors throughout, good storage.",Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Mexico,Naucalpan De Juárez,studio,0,0,3,"Balcony, Laundry Room, Parking","Council Tax, Parking",169,306,624,543,0,50,FALSE,1,2,15,5,Rental priced at half the going rate. Landlord wants a quick let before flying out next week.,The property photos appear to be copied from an estate agent listing.,1,Scam
Dominican Republic,Santo Domingo,house,3,1,10,"Balcony, Bike Storage, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Council Tax, TV Licence, Water, WiFi",269,3012,3438.5,4874,0,87,TRUE,6,48,12,3,Family home with south-facing garden and off-street parking. Well-regarded school catchment.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Romania,Brasov,flat,2,0,9,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Parking","Electricity, Gas/Heating, Laundry Room, Water",263,743,765,657,0,93,TRUE,3,11,15,1,"Modern apartment in a sought-after development. Concierge service, gym included in building.","Nice area, well-managed building. Landlord was easy to deal with.",0,Not Scam
Italy,Turin,flat,2,1,3,"Balcony, CCTV/Security, Concierge",Laundry Room,203,812,1354.7,1618,0,46,FALSE,6,51,6,4,Dream flat in city centre at student budget prices. Contact via email. Looking for trustworthy person only.,Agent said they would send keys by post. This is a known scam method.,1,Scam
Brazil,Fortaleza,studio,0,1,10,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine","Laundry Room, Water",158,1226,2088.63,1948,0,33,TRUE,3,22,9,1,Stunning penthouse available for a fraction of the price. I am relocating and just need a good tenant.,Seems too good to be true. Price is nowhere near the area average.,1,Scam
Thailand,Bangkok,flat,2,0,2,"Dishwasher, Garden",,0,965,1770,1973,1,37,FALSE,1,41,17,2,STUNNING flat at an unbelievable price. Owner currently abroad on mission. Contact via email only.,Sent deposit and then received no further replies from the landlord.,1,Scam
Kazakhstan,Ust-Kamenogorsk,flat,2,0,7,"Balcony, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking",Council Tax,296,180,410,454,0,49,FALSE,6,34,9,2,STUNNING flat at an unbelievable price. Owner currently abroad on mission. Contact via email only.,Could not verify this property exists. Address appeared to be fake.,1,Scam
South Africa,Durban,studio,0,1,10,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Pool, Washing Machine","Laundry Room, Water",155,286,322,469,0,56,FALSE,12,19,20,1,"Well-maintained apartment on a quiet residential street. Hardwood floors throughout, good storage.",Property was exactly as described. Would recommend to others.,0,Not Scam
United Kingdom,Edinburgh,flat,1,1,5,"Balcony, Bike Storage, Laundry Room, Lift/Elevator, Washing Machine","Gas/Heating, Parking",183,730,1685.9,2207,0,39,TRUE,3,29,7,2,"Luxury flat, great location, all bills included for less than others charge for a bedsit. Email only.",Seems too good to be true. Price is nowhere near the area average.,1,Scam
United Kingdom,Leeds,house,2,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",WiFi,330,2029,2078.97,2044,1,86,TRUE,3,14,16,4,Spacious 3-bed house with utility room and large kitchen-diner. Available mid-month.,Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Switzerland,Canton of Geneva,flat,2,1,7,"Balcony, Bike Storage, CCTV/Security, Laundry Room, Pool, Washing Machine, WiFi","Council Tax, Gas/Heating",114,3688,3467.25,5130,0,11,TRUE,3,43,26,2,Newly built apartment with high specification throughout. Smart heating system installed.,Communication with landlord was excellent. Very reasonable person.,0,Not Scam
Philippines,Cebu City,flat,2,0,7,"Concierge, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine","Laundry Room, Parking, TV Licence",277,928,1046,1135,0,69,FALSE,6,39,2,5,Studio apartment fully fitted with integrated appliances. Ideal for single professional.,One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
Czech Republic,Ostrava,flat,3,1,7,"CCTV/Security, Concierge, Gym, Laundry Room, Parking, Washing Machine, WiFi",WiFi,306,367,825.7,997,0,74,TRUE,1,32,20,1,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Sent deposit and then received no further replies from the landlord.,1,Scam
Russia,Moscow,flat,1,1,2,"Bike Storage, Parking",,0,411,816.5,847,0,53,TRUE,6,38,25,4,Dream flat in city centre at student budget prices. Contact via email. Looking for trustworthy person only.,Multiple people reporting this same listing on local Facebook groups.,1,Scam
Japan,Fukuoka,studio,0,0,6,"Balcony, Dishwasher, Garden, Gym, Laundry Room, Washing Machine","Electricity, Gas/Heating",328,461,408,448,0,81,TRUE,12,22,25,3,Comfortable 2-bed apartment close to university. Great for professionals or students.,Landlord respected our privacy and handled maintenance well.,0,Not Scam
Tunisia,Nabeul,flat,2,1,5,"Concierge, Dishwasher, Garden, Parking, Pool","Electricity, Gas/Heating, Parking",258,246,411.7,374,0,11,FALSE,12,25,1,5,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Landlord refused every request for a viewing before payment.,1,Scam
Russia,Ufa,studio,0,1,10,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Gas/Heating, Gym, Parking, WiFi",100,107,248.4,306,0,87,TRUE,12,13,24,2,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,Landlord claimed to be abroad and could not provide local references.,1,Scam
Turkey,Izmir,flat,1,0,10,"Bike Storage, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",Council Tax,187,507,480,563,0,56,FALSE,6,53,3,4,"Stylish apartment in a converted Victorian building. High ceilings, period features retained.",Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Thailand,Bangkok,studio,0,1,7,"Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine",,0,783,736,770,0,14,TRUE,6,45,28,1,"Comfortable house in a family-friendly neighbourhood. Private garden, driveway parking.","Nice area, well-managed building. Landlord was easy to deal with.",0,Not Scam
Malaysia,Kuala Lumpur,flat,2,0,9,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Gym, Lift/Elevator, Pool, WiFi","Gym, Water",245,302,770,632,0,11,TRUE,6,28,21,2,Keys will be shipped once deposit is sent. I have done this before and it is perfectly safe.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
United States,New York,flat,1,0,4,"Balcony, Bike Storage, Dishwasher, Gym",Water,238,2729,4470,4388,1,27,FALSE,3,6,20,1,Keys will be shipped once deposit is sent. I have done this before and it is perfectly safe.,Agent said they would send keys by post. This is a known scam method.,1,Scam
Australia,Sydney,house,3,1,12,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",Water,98,2146,5865.29,8191,0,73,FALSE,12,60,19,5,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",No phone number given. Email only contact is extremely suspicious.,1,Scam
Turkey,Izmir,studio,0,0,5,"Balcony, Dishwasher, Garden, Gym, Parking","Council Tax, Gym, Parking, WiFi",168,336,384,432,0,47,TRUE,12,17,22,4,Spacious property recently repainted with new bathroom suite. Available for professional tenants.,Communication with landlord was excellent. Very reasonable person.,0,Not Scam
Italy,Naples,house,3,0,8,"CCTV/Security, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Council Tax, Laundry Room, Water",179,2013,2032.05,2211,0,53,FALSE,3,51,25,4,Spacious 2-bedroom flat with separate dining area. Large windows with garden views.,Property was exactly as described. Would recommend to others.,0,Not Scam
Dominican Republic,Santo Domingo,house,3,1,9,"Bike Storage, CCTV/Security, Concierge, Garden, Laundry Room, Lift/Elevator, Parking, Pool, WiFi","Electricity, Parking, TV Licence, WiFi",234,3708,3438.5,2850,1,14,TRUE,3,24,23,2,Bright 1-bedroom flat with double glazing and newly fitted kitchen. Close to bus routes and local shops.,Well priced for the area and what you get. Happy with everything.,0,Not Scam
Romania,Galati,flat,3,1,6,"CCTV/Security, Concierge, Gym, Lift/Elevator, Pool, Washing Machine","Council Tax, Parking, Water",116,2431,2233.73,1911,0,75,FALSE,6,34,28,4,Light and airy flat with large bathroom and walk-in wardrobe. Viewing strongly encouraged.,Property was exactly as described. Would recommend to others.,0,Not Scam
Denmark,Copenhagen,studio,0,0,6,"Concierge, Garden, Gym, Parking, Washing Machine, WiFi","Electricity, Gym, TV Licence",343,790,1665.6,1976,0,31,TRUE,3,56,5,1,Dream flat in city centre at student budget prices. Contact via email. Looking for trustworthy person only.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Colombia,Cali,flat,1,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi",,0,512,448.5,646,0,27,TRUE,3,21,24,5,Spacious property with original wooden floors and bay windows. Must be seen.,"Nice area, well-managed building. Landlord was easy to deal with.",0,Not Scam
Taiwan,New Taipei,studio,0,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Gym, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,547,625.6,826,0,65,FALSE,1,42,17,1,Studio apartment fully fitted with integrated appliances. Ideal for single professional.,Property was well maintained throughout our stay. Highly recommend.,0,Not Scam
Malaysia,Subang Jaya,house,2,0,10,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool","Council Tax, Gym, Water",122,789,764.75,619,0,92,TRUE,3,35,6,4,Purpose-built flat in a well-managed block. Communal garden and bike storage available.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Hungary,Debrecen,studio,0,0,6,"Bike Storage, Dishwasher, Garden, Gym, Laundry Room, Pool","Electricity, Laundry Room, Parking",82,363,574.4,504,0,6,FALSE,6,42,28,5,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",The property photos appear to be copied from an estate agent listing.,1,Scam
Ireland,Cork,flat,3,1,7,"Balcony, CCTV/Security, Concierge, Lift/Elevator, Parking, Pool, Washing Machine",,0,3592,3508.65,5034,0,92,TRUE,1,30,5,2,Charming flat on a quiet side street. Period features with modern upgrades throughout.,Landlord respected our privacy and handled maintenance well.,0,Not Scam
Taiwan,Tainan City,flat,3,1,3,"Dishwasher, Parking, Washing Machine",,0,890,816.5,657,0,44,FALSE,6,9,10,4,Comfortable 2-bed apartment close to university. Great for professionals or students.,Well priced for the area and what you get. Happy with everything.,0,Not Scam
Kazakhstan,Almaty,house,3,0,10,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Washing Machine, WiFi",,0,1795,1794,1505,0,52,FALSE,1,38,27,1,"Quiet flat in a gated development. 24-hour security, CCTV throughout building.",Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Italy,Milan,studio,0,0,6,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Parking, Pool","Council Tax, Parking",232,1283,1391.2,1493,0,12,FALSE,3,27,26,3,Immaculate flat on a high floor with panoramic views. Recently refurbished throughout.,One of the better rental experiences I have had. Landlord is fair.,0,Not Scam
Sweden,Stockholm,house,3,1,8,"Balcony, CCTV/Security, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool","Gas/Heating, WiFi",160,1355,2761.38,3580,0,12,TRUE,6,4,1,5,This beautiful home is priced low because I need a trustworthy tenant urgently. References not needed.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
United States,Portland,studio,0,0,3,"Gym, Laundry Room, Lift/Elevator",Parking,319,490,1080,1106,0,69,TRUE,1,19,19,1,Exceptional property at a shocking price. I cannot stress enough how trustworthy I am. Email me.,The property photos appear to be copied from an estate agent listing.,1,Scam
Serbia,Novi Sad,house,2,1,12,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi",,0,780,778.95,1108,1,76,FALSE,6,59,4,2,Bright 1-bedroom flat with double glazing and newly fitted kitchen. Close to bus routes and local shops.,Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Turkey,Konya,flat,2,0,7,"Balcony, Bike Storage, CCTV/Security, Lift/Elevator, Pool, Washing Machine, WiFi","Council Tax, Water, WiFi",93,244,440,606,0,74,TRUE,3,21,25,4,Exceptional property at a shocking price. I cannot stress enough how trustworthy I am. Email me.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Mexico,Monterrey,studio,0,1,10,"Balcony, CCTV/Security, Concierge, Garden, Gym, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi","Gym, Parking",302,821,947.6,904,0,79,TRUE,3,53,9,3,Modern development with secure underground parking. On-site property management available.,Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Luxembourg,City,studio,0,1,5,"Balcony, Concierge, Dishwasher, Pool, WiFi","Electricity, Water",200,1599,1759.96,1852,0,35,FALSE,1,54,27,2,Ground floor flat with private entrance. Includes allocated parking space.,Did not have a single issue during our 18-month tenancy.,0,Not Scam
Pakistan,Karachi,house,2,1,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Parking, TV Licence",283,301,264.5,275,0,25,TRUE,1,40,17,3,Bright 1-bedroom flat with double glazing and newly fitted kitchen. Close to bus routes and local shops.,Lived here for 2 years with no problems. Great neighbours too.,0,Not Scam
Malaysia,Shah Alam,house,2,1,4,"Dishwasher, Gym, Washing Machine, WiFi","Electricity, Gym",255,500,575.29,814,0,37,FALSE,1,40,5,1,Spacious property with original wooden floors and bay windows. Must be seen.,Clean flat on move-in. Deposit returned promptly at end of tenancy.,0,Not Scam
Belgium,Brugge,studio,0,0,9,"Balcony, Bike Storage, Dishwasher, Garden, Gym, Lift/Elevator, Pool, Washing Machine, WiFi",Electricity,306,265,753.6,836,0,44,FALSE,3,11,3,3,AMAZING DEAL! Fully furnished flat in prime location. WhatsApp only. Serious inquiries — transfer deposit first.,Tried calling the number given and it does not connect to anyone.,1,Scam
Italy,Rome,house,3,1,7,"Bike Storage, CCTV/Security, Gym, Laundry Room, Lift/Elevator, Washing Machine, WiFi",,0,1669,3348.57,4783,0,9,TRUE,6,36,6,3,Owner-managed property well below market. No credit checks needed. Just a deposit and it is yours.,The property photos appear to be copied from an estate agent listing.,1,Scam
Ukraine,Lviv,flat,2,0,10,"Balcony, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Washing Machine, WiFi",Gym,154,650,718,890,0,95,TRUE,12,19,5,3,"Quiet flat in a gated development. 24-hour security, CCTV throughout building.",Property was exactly as described. Would recommend to others.,0,Not Scam
Ukraine,Lviv,studio,0,0,6,"CCTV/Security, Dishwasher, Laundry Room, Parking, Pool, Washing Machine","Gym, Laundry Room, Parking, TV Licence",308,194,461.6,418,0,52,TRUE,6,47,20,1,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Landlord claimed to be abroad and could not provide local references.,1,Scam
Hong Kong,Hong Kong Island,studio,0,0,6,"Bike Storage, CCTV/Security, Garden, Lift/Elevator, Parking, WiFi","Gas/Heating, Water, WiFi",137,850,2000,1935,1,31,TRUE,6,40,29,2,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",Found the exact same listing posted under three different names.,1,Scam
Indonesia,South Tangerang,flat,1,0,5,"Bike Storage, Dishwasher, Parking, Pool, Washing Machine",,0,305,280,320,0,78,FALSE,12,10,2,2,"Recently renovated property with high-quality fixtures. Energy-efficient boiler, low bills.",Good experience overall. Repairs were handled quickly when needed.,0,Not Scam
Mexico,Merida,studio,0,0,6,"Balcony, Dishwasher, Garden, Laundry Room, Parking, Pool","Electricity, Gas/Heating, Gym, Laundry Room",208,980,1032,1211,0,55,TRUE,3,60,14,5,Spacious 2-bedroom flat with separate dining area. Large windows with garden views.,Straightforward process from viewing to move-in. Very professional.,0,Not Scam
Turkey,Istanbul,house,2,1,4,"Bike Storage, Dishwasher, Gym, Laundry Room",Parking,153,531,886.07,797,0,60,FALSE,3,48,29,2,"Excellent location, excellent price. Owner living outside country. Send first month to reserve this gem.",No phone number given. Email only contact is extremely suspicious.,1,Scam
Germany,Stuttgart,flat,3,0,9,"Balcony, CCTV/Security, Concierge, Dishwasher, Garden, Laundry Room, Lift/Elevator, Parking, Washing Machine",,0,2280,2120,1933,0,48,FALSE,3,16,11,2,Spacious property recently repainted with new bathroom suite. Available for professional tenants.,Straightforward process from viewing to move-in. Very professional.,0,Not Scam
Italy,Turin,flat,1,0,10,"Balcony, Bike Storage, Concierge, Dishwasher, Garden, Gym, Lift/Elevator, Parking, Pool, Washing Machine","Gym, Parking, WiFi",282,1045,1001,988,0,80,FALSE,6,31,2,2,Spacious property with original wooden floors and bay windows. Must be seen.,Straightforward process from viewing to move-in. Very professional.,0,Not Scam
Belgium,Mechelen,house,2,0,3,"Concierge, Garden, WiFi","Gym, WiFi",289,1530,1340.9,1305,0,26,FALSE,6,22,24,2,Spacious property with original wooden floors and bay windows. Must be seen.,Property was exactly as described. Would recommend to others.,0,Not Scam
United Arab Emirates,Ajman,flat,2,0,9,"Balcony, Bike Storage, CCTV/Security, Dishwasher, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi",Gym,236,900,862,948,0,22,FALSE,1,40,8,5,Bright 1-bedroom flat with double glazing and newly fitted kitchen. Close to bus routes and local shops.,Landlord was prompt and professional. No issues during the tenancy.,0,Not Scam
Greece,Heraklion,house,3,1,8,"Balcony, CCTV/Security, Concierge, Garden, Parking, Pool, Washing Machine, WiFi","Gym, Water, WiFi",300,1307,1401.85,1905,1,41,TRUE,6,48,30,4,Charming flat on a quiet side street. Period features with modern upgrades throughout.,"Nice area, well-managed building. Landlord was easy to deal with.",0,Not Scam
Colombia,Bello,flat,2,0,2,"Garden, Parking","Council Tax, Electricity, Gas/Heating, Gym",281,144,390,554,1,32,TRUE,3,4,1,4,"Incredible opportunity — 3 bed house at 1 bed price. I am a Christian landlord, very trustworthy.",Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Moldova,Chisinau,house,3,1,5,"Concierge, Garden, Gym, Laundry Room, WiFi",Electricity,170,671,1534.1,1786,0,10,TRUE,12,51,8,5,"Property listed by owner, not agent. Currently stationed abroad with UN. Deposit secures property.",Deposit demanded before any contract or tenancy agreement provided.,1,Scam
United States,Atlanta,flat,2,1,11,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Lift/Elevator, Parking, Washing Machine, WiFi","Gas/Heating, Gym, TV Licence",304,1289,2179.25,3200,0,57,FALSE,1,5,6,1,Cheap rent for the right tenant. No agents. No viewings. Deposit via PayPal secures the property.,No phone number given. Email only contact is extremely suspicious.,1,Scam
Saudi Arabia,Riyadh,house,3,0,12,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, WiFi",,0,700,1782.5,2384,0,33,TRUE,12,46,25,5,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Deposit demanded before any contract or tenancy agreement provided.,1,Scam
Costa Rica,San Jose,studio,0,0,6,"Balcony, Concierge, Gym, Parking, Pool, WiFi",,0,316,800,662,1,80,TRUE,3,45,6,4,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Landlord became aggressive when I asked for a viewing. Walk away.,1,Scam
Iceland,Reykjavik,studio,0,1,3,"Laundry Room, Lift/Elevator, WiFi",,0,974,2401.2,3168,0,54,FALSE,12,14,10,1,AMAZING DEAL! Fully furnished flat in prime location. WhatsApp only. Serious inquiries — transfer deposit first.,Multiple people reporting this same listing on local Facebook groups.,1,Scam
Spain,Seville,flat,2,1,7,"Balcony, Dishwasher, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi","Gas/Heating, WiFi",226,1450,1489.25,2081,1,88,TRUE,12,54,13,5,Attractive ground-floor flat with patio doors opening to communal garden. No pets.,Landlord respected our privacy and handled maintenance well.,0,Not Scam
South Africa,Durban,house,2,1,5,"Gym, Laundry Room, Pool, Washing Machine, WiFi",TV Licence,166,825,740.6,1040,0,65,TRUE,12,0,0,3,Ground floor flat with private entrance. Includes allocated parking space.,Property was well maintained throughout our stay. Highly recommend.,0,Not Scam
Japan,Yokohama,flat,3,1,10,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Laundry Room, Lift/Elevator, Parking, Washing Machine, WiFi",,0,437,1069.5,1462,1,81,TRUE,12,30,27,1,This beautiful home is priced low because I need a trustworthy tenant urgently. References not needed.,Agent said they would send keys by post. This is a known scam method.,1,Scam
Poland,Warsaw,house,2,1,4,"Balcony, CCTV/Security, Lift/Elevator, Pool","Council Tax, Electricity, Gas/Heating, TV Licence",254,722,1994.33,2006,1,60,TRUE,12,20,2,3,Best deal in the city — priced to go fast. No viewings before deposit secured. Safe neighbourhood.,Landlord refused every request for a viewing before payment.,1,Scam
Romania,Galati,house,2,1,2,"Concierge, Dishwasher","Electricity, Gym, Laundry Room, Water",103,389,778.95,1161,0,8,TRUE,3,49,12,4,Do not miss this deal! Owner cannot show property due to health issues. Bank transfer secures property.,Agent said they would send keys by post. This is a known scam method.,1,Scam
United States,San Diego,house,3,1,4,"Concierge, Garden, Laundry Room, Parking","Council Tax, Laundry Room, Parking, TV Licence",254,3413,5554.5,7860,0,46,FALSE,12,9,1,4,"Gorgeous flat, fully furnished, bills included, below market price. Email only, owner based overseas.",Could not verify this property exists. Address appeared to be fake.,1,Scam
Morocco,Rabat,flat,3,1,6,"Bike Storage, Gym, Laundry Room, Lift/Elevator, Parking, Washing Machine","Council Tax, Gym, Water",120,1385,2622,3410,0,8,TRUE,12,36,15,4,Incredible property available immediately. I am a God-fearing landlord relocating for work. No time wasters.,Asked for payment via Western Union which is a major red flag.,1,Scam
Belgium,Kortrijk,flat,1,0,5,"CCTV/Security, Dishwasher, Gym, Washing Machine, WiFi",Water,100,436,801,780,0,28,TRUE,1,38,9,2,You will not find anything like this at this price in this area. Contact me now.,Found the exact same listing posted under three different names.,1,Scam
Russia,Saint Petersburg,flat,3,0,2,"CCTV/Security, Garden","Council Tax, Laundry Room",82,781,1270,1802,1,47,FALSE,6,10,10,1,Best deal in the city — priced to go fast. No viewings before deposit secured. Safe neighbourhood.,Sent deposit and then received no further replies from the landlord.,1,Scam
Moldova,Chisinau,house,2,1,7,"Balcony, CCTV/Security, Dishwasher, Gym, Parking, Pool, Washing Machine","Gym, Parking, Water, WiFi",96,570,1073.87,1587,0,17,FALSE,3,54,0,1,"Property listed by owner, not agent. Currently stationed abroad with UN. Deposit secures property.",Asked for payment via Western Union which is a major red flag.,1,Scam
Greece,Athens,house,3,1,11,"Balcony, Bike Storage, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine",,0,976,1840.92,1550,0,79,TRUE,12,6,21,2,STUNNING flat at an unbelievable price. Owner currently abroad on mission. Contact via email only.,Multiple people reporting this same listing on local Facebook groups.,1,Scam
Japan,Tokyo,house,2,1,9,"Balcony, Bike Storage, Concierge, Garden, Laundry Room, Lift/Elevator, Pool, Washing Machine, WiFi","Council Tax, Electricity, Parking",338,1807,1613.45,1902,1,47,TRUE,6,13,23,2,Studio apartment fully fitted with integrated appliances. Ideal for single professional.,Smooth handover and honest deposit return. Would rent here again.,0,Not Scam
Brazil,Guarapari,flat,3,1,5,"Balcony, Concierge, Dishwasher, Lift/Elevator, Pool",,0,1798,1656,1622,0,26,FALSE,6,40,9,1,"Well-maintained apartment on a quiet residential street. Hardwood floors throughout, good storage.",Very responsive landlord. Any small issues were fixed within days.,0,Not Scam
Finland,Helsinki,flat,1,0,12,"Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Gym, Laundry Room, Lift/Elevator, Parking, Pool, Washing Machine, WiFi","Electricity, Gas/Heating, Gym, Water",319,736,1148,970,0,61,FALSE,12,29,10,2,Flat available below market rate due to personal reasons. Deposit required before viewing can be arranged.,Seems too good to be true. Price is nowhere near the area average.,1,Scam
Colombia,Medellin,studio,0,0,9,"Balcony, Bike Storage, CCTV/Security, Concierge, Dishwasher, Garden, Parking, Pool, WiFi","Gas/Heating, Gym, Laundry Room",293,327,688,888,0,64,FALSE,1,14,10,1,This property is priced extremely low due to landlord emergency. Act fast before it is gone.,Profile created just a few days ago. No history or reviews at all.,1,Scam
Romania,Bucharest,house,3,0,5,"Balcony, Dishwasher, Gym, Laundry Room, Parking","Electricity, Laundry Room",118,1196,1334,1790,1,29,TRUE,1,51,25,1,Charming flat on a quiet side street. Period features with modern upgrades throughout.,Property was well maintained throughout our stay. Highly recommend.,0,Not Scam
