Country,City,PropertyType,Bedrooms,AreaAveragePrice,BillsIncludedCost,Price,DepositAmount,LandlordVerified,ReputationScore,NationalityMismatch,ThumbsUpCount,ThumbsDownCount,AverageReviewRating,RentalDescription,Reviews,ScenarioType,IsScam,PriceRatio,DepositRatio,ThumbsRatio,DescriptionScamScore,IsNewListing
Hungary,Pï¿½cs,Studio,1,452.0,89.20472187524922,929.1609448823208,1531.5284457108044,0,47.56780731255466,1,13,3,2.308683171369663,act fast limited time low price send deposit first,okay place,scam_combo_extreme,1,1.7136718058610023,3.3808574960503406,0.7647058823529411,0.7,0
Belgium,Brugge,Studio,1,753.6,126.23102448752361,836.0534848471677,1759.481949831469,0,47.312176268050784,0,31,9,1.8494899615954186,Comfortable flat with balcony and furnished kitchen,scam listing fake owner and no reply after payment,scam_combo_extreme,1,0.9491644385863816,2.3316749931506346,0.7560975609756098,0.08,0
Russia,Moscow,House,1,816.4999999999999,104.94877173563083,648.561553258683,2209.721726773402,0,50.069085494110205,1,35,6,2.3208177558952765,Clean studio in quiet neighborhood with good sunlight,mixed experience,scam_combo_extreme,1,0.7030867980217307,2.7030235189888714,0.8333333333333334,0.0,0
Pakistan,Karachi,Apartment,2,200.0,36.56543556387958,289.2326628956546,609.2250771624375,1,46.55602876909507,0,6,8,2.609074879067106,Well maintained property with clear contract terms,some issues but manageable,scam_combo_extreme,1,1.217486298918607,3.0309705331464554,0.4,0.0,0
Czech Republic,Prague,House,3,2187.2999999999997,302.25621662594114,3110.9706017902986,8149.399839545779,1,39.10972760261281,0,34,3,2.9312664808184747,Clean studio in quiet neighborhood with good sunlight,mixed experience,scam_combo_extreme,1,1.2491067581702124,3.724077978131783,0.8947368421052632,0.0,0
Belgium,Mechelen,House,2,1340.8999999999999,98.63712518445723,1037.0474916908338,4419.4948020152715,1,26.395955822681888,0,16,7,2.157818873942636,Bright apartment near metro and university,scam listing fake owner and no reply after payment,scam_combo_extreme,1,0.7199033426910414,3.2934606170469274,0.6666666666666666,0.08,0
Taiwan,Taoyuan,House,1,804.9999999999999,99.94520181998311,665.0192671614332,2759.182892612392,1,28.19584663843223,0,8,2,2.6294250736832003,very cheap luxury deal landlord abroad pay first,scam listing fake owner and no reply after payment,scam_combo_extreme,1,0.7340612498696987,3.42330383698808,0.7272727272727273,0.88,0
Netherlands,The Hague,Apartment,3,3239.0,434.02528533685705,4211.2772839779345,7354.921315037257,0,34.34334097346027,1,7,9,3.7322855478199495,urgent half price apartment no viewing deposit before viewing,western union request and fake details,scam_combo_extreme,1,1.146229804347092,2.2700374429127335,0.4117647058823529,1.0,0
Russia,Rostov-na-Donu,Studio,1,264.0,47.444267222248605,337.4956569111708,770.5803899012785,1,57.67893668734422,1,39,12,2.0492645437438672,cheap room no viewing available today deposit first,asked for pay first and refused viewing,scam_combo_extreme,1,1.0801787464741754,2.907850527929353,0.75,0.6499999999999999,0
Mongolia,Ulaanbaatar,House,2,965.9999999999999,119.53683903035719,1616.6625850186317,3625.369082165446,0,42.96130515126429,1,38,3,3.514924142349484,act fast limited time low price send deposit first,okay place,scam_combo_extreme,1,1.4879040700188018,3.7490890198194893,0.9047619047619048,0.7,0
Pakistan,Karachi,Apartment,1,110.0,12.292815790594334,114.57983199136632,410.5360406485795,1,33.384242145805544,0,37,2,3.762635525115609,Comfortable flat with balcony and furnished kitchen,asked for pay first and refused viewing,scam_combo_extreme,1,0.9293309691780703,3.6985228887259414,0.925,0.35,0
Mexico,Monterrey,House,2,1857.2499999999998,386.36022242893495,3747.2457305712564,7065.830181799012,0,41.66614769406266,1,6,0,3.345634224169854,owner abroad no visit possible wire transfer only,okay place,scam_combo_extreme,1,1.6694416220364048,3.802410968276073,0.8571428571428571,0.8999999999999999,0
Colombia,Cartagena,House,1,804.9999999999999,135.175887252191,1133.1017375953338,2176.150317984615,1,49.99452010604828,1,13,8,1.8600665240393055,Comfortable flat with balcony and furnished kitchen,scam listing fake owner and no reply after payment,scam_combo_extreme,1,1.2039213423789255,2.699938359782401,0.5909090909090909,0.08,0
France,Toulouse,Studio,1,678.4000000000001,70.16894438404496,683.945533223355,1566.267469647933,0,28.197098753195846,0,10,0,3.376930046999991,Well maintained property with clear contract terms,asked for pay first and refused viewing,scam_combo_extreme,1,0.912451800928578,2.305368663008438,0.9090909090909091,0.35,0
New Zealand,Wellington,Apartment,1,1040.0,135.2348970640226,1851.5855759471553,2755.471819247928,1,53.23131779242058,1,43,9,2.8774921449749504,very cheap luxury deal landlord abroad pay first,western union request and fake details,scam_combo_extreme,1,1.5741631034488628,2.646946992553245,0.8113207547169812,1.0,0
Cayman Islands,Grand Cayman,Apartment,2,3960.0,579.8467732520005,3193.7290455845355,10774.229488161993,0,26.39834837980877,1,3,4,1.7556948131942203,urgent half price apartment no viewing deposit before viewing,mixed experience,scam_combo_extreme,1,0.7033333660138669,2.7200781338454916,0.375,0.9999999999999999,0
United Arab Emirates,Sharjah,Apartment,1,885.0,125.07575307425058,1071.6954726121746,2365.198775663597,0,44.15150959185934,0,19,10,3.949901312700974,urgent half price apartment no viewing deposit before viewing,okay place,scam_combo_extreme,1,1.059955665392633,2.6695245774984167,0.6333333333333333,0.9999999999999999,0
United States,Houston,Studio,1,1060.0,96.92195388293185,787.0825116119689,3233.3394796566354,1,46.433270522792,0,39,8,1.9363978556942152,Recently updated apartment with washing machine and wifi,some issues but manageable,scam_combo_extreme,1,0.6797371005641581,3.0474453154162444,0.8125,0.0,0
Russia,Voronezh,Apartment,1,255.0,41.13704534102012,255.6934702737027,759.975194074468,0,26.99972311859948,0,27,2,2.3897479814603417,cheap room no viewing available today deposit first,asked for pay first and refused viewing,scam_combo_extreme,1,0.8605237020521854,2.968653101853391,0.9,0.6499999999999999,0
Singapore,Tanglin / Holland / Bukit Timah,Apartment,1,2965.0,221.93507176242858,2160.724078538959,6631.228927712647,1,41.66592391129593,0,35,5,3.050895951122843,urgent half price apartment no viewing deposit before viewing,scam listing fake owner and no reply after payment,scam_combo_extreme,1,0.6777817081903168,2.235748121278708,0.8536585365853658,1.0,0
United States,Orlando,House,3,2530.0,92.48584630780819,2525.9715933046186,9259.494421738242,1,45.93432301379287,0,37,3,1.653566283716204,Well maintained property with clear contract terms,western union request and fake details,scam_combo_extreme,1,0.962830272882765,3.6584331970518535,0.9024390243902439,0.43,0
Spain,Marbella,Apartment,1,1649.0,304.33060732783525,1772.186480492016,5020.988196688278,1,26.200840363081554,1,10,4,2.755059235620413,Spacious room in shared apartment close to city center,asked for pay first and refused viewing,scam_combo_extreme,1,0.9067997368751924,3.043023149508047,0.6666666666666666,0.35,0
Malaysia,Iskander Puteri,House,1,563.5,114.65339371780554,653.6383007908572,1204.9805267282313,1,47.10919418763905,0,39,11,2.9305943922635604,Clean studio in quiet neighborhood with good sunlight,mixed experience,scam_combo_extreme,0,0.9624310308054647,2.134597921573483,0.7647058823529411,0.0,0
Dominican Republic,Santo Domingo,Apartment,3,2600.0,446.28541806211877,3529.027441744587,8783.770266524334,0,50.95436005983595,0,18,10,2.2363766670071956,Recently updated apartment with washing machine and wifi,not bad,scam_combo_extreme,1,1.158088907861091,3.3770743046998595,0.6206896551724138,0.0,0
Malaysia,Ipoh,Apartment,2,475.0,30.407335144478164,937.0545554240242,1400.601882945276,0,46.99000622597759,0,33,13,4.0917053475105165,owner abroad no visit possible wire transfer only,some issues but manageable,scam_combo_extreme,1,1.8503968848647943,2.9424409305573023,0.7021276595744681,0.8999999999999999,0
Hungary,Debrecen,Apartment,2,930.0,45.895181907042385,1145.0779592452484,2138.755670313345,1,40.21264775836649,0,14,0,3.1001039905268035,Spacious room in shared apartment close to city center,scam listing fake owner and no reply after payment,scam_combo_extreme,0,1.1721605147134502,2.2972671002291567,0.9333333333333333,0.08,0
Chile,Santiago,Apartment,1,360.0,23.296063230078342,359.2951164649632,963.9727436198291,0,58.87948798355342,0,14,11,2.011200311456368,Bright apartment near metro and university,okay place,scam_combo_extreme,1,0.9349435262100328,2.6702846083651774,0.5384615384615384,0.0,0
Sweden,Gothenburg,Apartment,2,1342.0,165.06876733955934,1225.3447368740403,3122.101049571446,0,45.22243415318195,0,8,5,3.211801265000924,urgent half price apartment no viewing deposit before viewing,scam listing fake owner and no reply after payment,scam_combo_extreme,1,0.8125257703173026,2.3247215558983214,0.5714285714285714,1.0,0
United Kingdom,Manchester,Apartment,2,1878.0,182.96370684912577,3120.8107234456224,7327.414326256788,0,54.7575816380363,0,16,5,2.9145289768071105,Well maintained property with clear contract terms,fraud warning did not return deposit,scam_combo_extreme,1,1.5135138960396712,3.8996350858205364,0.7272727272727273,0.08,0
Ukraine,Kharkiv,Apartment,1,235.0,46.27000775191232,307.6809821221958,745.5335439531261,1,43.37017148331624,0,42,4,2.3624044364363646,owner abroad no visit possible wire transfer only,scam listing fake owner and no reply after payment,scam_combo_extreme,1,1.0900236428682755,3.159040440479348,0.8936170212765957,0.9799999999999999,0
Canada,Calgary,Studio,1,960.0,194.5101395866685,1528.2654500857861,3101.5282677922737,1,29.910152122248967,0,27,13,3.4417415257474717,very cheap luxury deal landlord abroad pay first,different from photos,scam_combo_extreme,1,1.322589389507611,3.2273967406787447,0.6585365853658537,0.8,0
Switzerland,Canton Of Bern,Apartment,1,1767.0,218.46103883026436,1634.9027105346347,7050.011387573883,0,41.579163819033646,0,41,11,3.311599958533252,too good to be true premium flat bitcoin accepted,fraud warning did not return deposit,scam_combo_extreme,1,0.8230227920792011,3.987563002021427,0.7735849056603774,0.63,0
South Africa,Durban,Apartment,2,560.0,65.55906645943031,691.4668978155813,1626.7407766804954,0,50.976550633887754,0,7,0,2.9867933289913053,cheap room no viewing available today deposit first,suspicious messages and contract never arrived,scam_combo_extreme,1,1.1035941139962,2.899716179466124,0.875,0.3,0
Cambodia,Phnom Penh,Studio,1,440.0,74.70650404298068,397.6738364276383,1174.3526991329747,1,55.65668594913762,0,12,11,2.922186078959378,Comfortable flat with balcony and furnished kitchen,okay place,scam_combo_extreme,1,0.7711243377967847,2.6629312905509632,0.5,0.0,0
Spain,Madrid,Studio,1,1344.8000000000002,239.06898057667445,2569.50984455681,4975.352895896321,0,33.96208533222164,0,25,14,2.8962225134491546,Comfortable flat with balcony and furnished kitchen,western union request and fake details,scam_combo_extreme,1,1.6212758758278312,3.696948206194323,0.625,0.43,0
United Kingdom,Glasgow,House,1,1388.05,53.726865161031355,1531.5575045021087,3373.1488036332826,1,51.23072733276133,1,18,5,2.6943575876774695,Spacious room in shared apartment close to city center,asked for pay first and refused viewing,scam_combo_extreme,0,1.061534559837268,2.4283854459042384,0.75,0.35,0
Taiwan,Taoyuan,Studio,1,560.0,123.6772017293588,500.97380964693656,1587.7369222305347,1,23.92496896283131,1,21,9,3.175169003351582,act fast limited time low price send deposit first,different from photos,scam_combo_extreme,1,0.7316934292270519,2.8301905922112915,0.6774193548387096,0.7,0
Turkey,Istanbul,Studio,1,496.0,37.40557347672854,409.79541391198745,1200.0165928290198,1,19.13547612203553,0,19,13,2.2009353613052447,Spacious room in shared apartment close to city center,some issues but manageable,scam_combo_extreme,1,0.7668247380841221,2.414520307503058,0.5757575757575758,0.0,0
Bulgaria,Sofia,Apartment,1,696.0,64.93704165328785,1065.6926112959268,2294.2720788672355,0,17.767805851669575,0,24,13,3.583206219846675,Clean studio in quiet neighborhood with good sunlight,mixed experience,scam_combo_extreme,1,1.398662294962764,3.2916385636545704,0.631578947368421,0.0,0
India,Mumbai,Apartment,1,405.0,54.64016919804503,701.4198733431563,1090.6607708435995,0,36.37906641266729,0,38,3,2.0083714537058404,act fast limited time low price send deposit first,some issues but manageable,scam_combo_extreme,1,1.522706703074329,2.686356578432511,0.9047619047619048,0.7,0
Canada,Ottawa,Apartment,2,1425.0,249.13075596919646,2088.4719682908153,4538.169511043371,0,27.609331618776295,1,42,1,2.774496286124884,Comfortable flat with balcony and furnished kitchen,fraud warning did not return deposit,scam_combo_extreme,1,1.2467516107914025,3.1824470624427565,0.9545454545454546,0.08,0
Panama,Coclï¿½,Apartment,3,1980.0,185.80663274227763,2249.6414308881135,6302.375551397237,0,15.38341694000249,0,11,13,2.3251769656188315,very cheap luxury deal landlord abroad pay first,western union request and fake details,scam_combo_extreme,1,1.0382289757166756,3.1814111819269244,0.44,1.0,0
Spain,Palma De Mallorca,Apartment,2,2238.0,307.5003168605169,4348.487754386495,5380.923892945881,0,24.582488795251678,0,38,3,3.268197523002748,Recently updated apartment with washing machine and wifi,okay place,scam_combo_extreme,1,1.7076329131376586,2.4032710553576955,0.9047619047619048,0.0,0
Colombia,Cartagena,Studio,1,560.0,59.4181604957331,930.4735350884711,1785.1673846472636,0,31.64690572510794,0,19,4,1.8733709620071899,act fast limited time low price send deposit first,western union request and fake details,scam_combo_extreme,1,1.499752254745403,3.1821165501733755,0.7916666666666666,1.0,0
Indonesia,Tangerang,Apartment,1,230.0,48.33967290577404,304.3873929646993,773.6553631249067,0,30.600752980244103,0,29,8,3.3698357720435284,Well maintained property with clear contract terms,asked for pay first and refused viewing,scam_combo_extreme,1,1.0896676071764941,3.349157416125137,0.7631578947368421,0.35,0
Japan,Kawasaki,Studio,1,488.0,81.03917172714644,913.9140631622396,1102.7933025772727,0,24.671755505801535,0,32,11,2.63572258229039,urgent half price apartment no viewing deposit before viewing,western union request and fake details,scam_combo_extreme,1,1.6032478266242576,2.255201027765384,0.7272727272727273,1.0,0
Germany,Dï¿½sseldorf,Apartment,2,1554.0,158.56293325331282,2104.266203200593,4461.385630963836,1,64.4973183018821,0,25,0,3.7119171603670753,cheap room no viewing available today deposit first,suspicious messages and contract never arrived,scam_combo_extreme,1,1.2280063733670428,2.8690582835780294,0.9615384615384616,0.3,0
France,Nice,Studio,1,942.4000000000001,161.94361404894977,1850.984095988325,2583.4337161569483,1,42.59393062892895,0,33,10,1.7847183509417066,Bright apartment near metro and university,asked for pay first and refused viewing,scam_combo_extreme,1,1.6745779977033952,2.7384287854112235,0.75,0.35,0
Portugal,Lisbon,House,1,1999.85,345.64364173161505,3274.2293112719567,7975.991390213729,0,21.221797804794,0,38,12,2.481335100329522,Well maintained property with clear contract terms,fraud warning did not return deposit,scam_combo_extreme,1,1.3953710562180393,3.9863015169621554,0.7450980392156863,0.08,0
United Kingdom,Birmingham,Apartment,1,1278.0,162.78611642919398,940.9613475503836,5032.695564351472,1,23.358723565742896,0,5,9,3.4669335094244182,very cheap luxury deal landlord abroad pay first,western union request and fake details,scam_combo_extreme,1,0.6526358776992663,3.934867524903418,0.3333333333333333,1.0,0
Finland,Oulu,Studio,1,659.2,114.28208550589747,455.11208202418896,1598.3685288626216,1,33.130157938711285,0,24,1,3.293986430246888,too good to be true premium flat bitcoin accepted,mixed experience,scam_combo_extreme,1,0.5876340983754406,2.42103685074617,0.9230769230769231,0.55,0
Australia,Sydney,Apartment,2,2770.0,198.18179865551548,3710.3130795088396,11097.840817173028,0,14.589905616308512,1,31,11,2.0618693697104136,owner abroad no visit possible wire transfer only,western union request and fake details,scam_combo_extreme,1,1.2496079159547986,4.004994881693623,0.7209302325581395,0.9799999999999999,0
United Kingdom,Leeds,Apartment,2,1572.0,159.14820867394678,1829.821070096398,2781.5639701039404,1,51.43139808385257,1,15,1,3.523352620543097,Well maintained property with clear contract terms,"decent listing, no major problems",borderline_review,0,1.0563882818648787,1.7683178449484682,0.8823529411764706,0.0,0
Greece,Volos,Apartment,1,506.0,59.320438283147276,561.2821283006613,804.452775792826,1,63.403957341999146,0,6,7,3.6405719101822402,act fast limited time low price send deposit first,some issues but manageable,borderline_review,0,0.9911034290096256,1.5866918654690847,0.42857142857142855,0.7,0
Cambodia,Chroy Changvar,Studio,1,380.0,11.576190241197843,416.01737003237434,947.5639918732903,1,65.29938487387145,0,31,6,2.171804291273114,Bright apartment near metro and university,"good experience, apartment matched photos",borderline_review,0,1.059711160212682,2.4870445980926257,0.8157894736842105,0.0,0
Georgia,Batumi,House,1,568.0999999999999,102.868587028273,713.686917215326,507.6778043946248,1,55.0057622618638,0,35,10,3.4724258670222405,too good to be true premium flat bitcoin accepted,not bad,borderline_review,0,1.062083750628209,0.8920713484354681,0.7608695652173914,0.55,0
Ireland,Cork,Apartment,1,1884.0,100.0443328805142,1855.6786361948896,4626.418383929335,1,78.81093247739534,0,4,7,2.8480462690575408,Bright apartment near metro and university,mixed experience,borderline_review,0,0.9348298198973214,2.4543333601747133,0.3333333333333333,0.0,0
Turkey,Istanbul,Apartment,1,620.0,79.18201647106928,745.8936407286762,1170.4673029787482,1,78.29695011540328,0,31,7,2.622633659829107,very cheap luxury deal landlord abroad pay first,not bad,borderline_review,0,1.0652853446422323,1.8848104717854237,0.7948717948717948,0.8,0
Romania,Galati,Studio,1,424.0,36.82492478456793,493.0076415467347,413.74765480545216,1,52.61689350694944,0,25,7,3.191226189674797,Well maintained property with clear contract terms,okay place,borderline_review,0,1.0675206449212606,0.9735238936598875,0.7575757575757576,0.0,0
Netherlands,Rotterdam,Studio,1,1880.0,262.6388819013996,2151.233898158183,4101.540374434799,1,82.73151576748373,0,21,1,2.8870603708863327,too good to be true premium flat bitcoin accepted,different from photos,borderline_review,0,1.0035430483748486,2.1805105658877184,0.9130434782608695,0.55,0
India,Hyderabad,Apartment,2,310.0,11.794023407846183,364.3203825912757,465.37998554563654,1,80.14329944788128,0,0,10,2.5416285619770065,too good to be true premium flat bitcoin accepted,mixed experience,borderline_review,0,1.1286466172608205,1.4963986673493137,0.0,0.55,0
United Kingdom,Edinburgh,Studio,1,1172.8,192.33636274979034,1275.4228074706057,2409.4629875763576,1,51.78166526331527,0,3,7,2.864167669669815,too good to be true premium flat bitcoin accepted,different from photos,borderline_review,0,0.9335984622379904,2.0527031756486265,0.2727272727272727,0.55,0
United States,Portland,Apartment,2,1645.0,159.92815978373838,1671.7802091082353,2651.076218072789,1,56.020945678481326,0,39,2,2.8401612740400157,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,borderline_review,0,0.9257180027075012,1.6106173864354731,0.9285714285714286,0.0,0
Panama,Oeste,Apartment,1,1100.0,100.06821931431014,1151.491846209591,2278.4064331374675,0,57.997089849711884,0,7,7,3.6013555487286295,owner abroad no visit possible wire transfer only,"good experience, apartment matched photos",borderline_review,0,0.9587230997311522,2.0693973053019685,0.4666666666666667,0.8999999999999999,0
Morocco,Agadir,Studio,1,260.0,49.084701869214285,281.29664308744316,471.901798879552,1,64.12705215678388,0,10,6,3.9253808405460378,Well maintained property with clear contract terms,okay place,borderline_review,0,0.9071606609154385,1.8080528692703142,0.5882352941176471,0.0,0
Spain,Murcia,Apartment,1,777.0,126.37406555881411,1004.4375924966598,1820.773877465933,1,65.26232184450342,0,6,8,3.8252093086078998,too good to be true premium flat bitcoin accepted,reliable landlord and smooth move in process,borderline_review,0,1.1106439588977115,2.3403263206502998,0.4,0.5,0
Australia,Perth,Studio,1,1336.0,216.32547366953813,1772.1062633005813,3315.267291879951,1,69.10470546194094,0,12,12,3.9644217150960257,owner abroad no visit possible wire transfer only,different from photos,borderline_review,0,1.1408467145743775,2.479631482333546,0.48,0.8999999999999999,0
Croatia,Zagreb,Apartment,2,904.0,85.59664386334383,1133.8017007094727,1688.13674118323,0,50.744344370639695,0,32,0,3.6020648234505535,very cheap luxury deal landlord abroad pay first,mixed experience,borderline_review,0,1.1445644478338093,1.8653444653958342,0.9696969696969697,0.8,0
Morocco,Tangier,Studio,1,608.0,32.464439398465885,766.1108235041149,598.5542435160039,0,65.66021945167293,1,3,11,3.3304092338143345,cheap room no viewing available today deposit first,professional communication and returned deposit on time,borderline_review,0,1.194315345403303,0.9828476905024695,0.2,0.25,0
Ukraine,Lviv,Apartment,1,577.0,62.05683437158485,630.7396260063966,1125.4345657021554,1,61.64908436893624,0,16,5,2.2752180752659217,too good to be true premium flat bitcoin accepted,"decent listing, no major problems",borderline_review,0,0.985443154631204,1.9471186257822757,0.7272727272727273,0.55,0
Austria,Salzburg,Apartment,3,2945.0,272.24130193173863,3028.9732861269,6243.22970356749,0,65.06802701239121,0,31,4,2.4040865041557917,very cheap luxury deal landlord abroad pay first,okay place,borderline_review,0,0.9411889917355696,2.119222574191273,0.8611111111111112,0.8,0
Argentina,Rosario,House,3,663.55,63.445276562446594,666.0134513292994,1403.1265329398695,1,71.51571590769775,0,31,1,2.875726895994177,too good to be true premium flat bitcoin accepted,overall positive and responsive host,borderline_review,0,0.9148595777628917,2.1113934736887665,0.9393939393939394,0.55,0
Thailand,Chon Buri (Pattaya),Apartment,1,600.0,77.93140890866573,740.8219300767647,1338.620399823662,1,43.75400194421964,0,38,12,4.289478929360201,cheap room no viewing available today deposit first,okay place,borderline_review,0,1.0911587243659615,2.227321796711584,0.7450980392156863,0.3,0
Russia,Yekaterinburg,Apartment,2,470.0,19.723514532317726,548.7705001496643,726.3473901685238,1,59.43698814565992,0,30,9,3.6268257281273915,owner abroad no visit possible wire transfer only,different from photos,borderline_review,0,1.118288575742428,1.5421388326295622,0.75,0.8999999999999999,0
Estonia,Tallinn,Apartment,2,985.0,101.54306454778194,946.8339702343751,2382.9679200072705,1,56.73285921103384,0,8,1,3.2005037416838906,too good to be true premium flat bitcoin accepted,professional communication and returned deposit on time,borderline_review,0,0.8706174505632878,2.4168031643075767,0.8,0.5,0
Norway,Bergen,Studio,1,1252.8000000000002,176.23459032273524,1503.3215170284293,1424.4565190598107,1,87.20967556027263,0,36,4,2.6709642579425608,cheap room no viewing available today deposit first,reliable landlord and smooth move in process,borderline_review,0,1.0512483594464344,1.1361114364809464,0.8780487804878049,0.25,0
Denmark,Aalborg,Studio,1,696.8000000000001,29.79490839899255,713.967728736658,673.4237137312517,0,62.57486097318307,0,30,8,2.506941068450968,Spacious room in shared apartment close to city center,overall positive and responsive host,borderline_review,0,0.9812709249267288,0.9650669442981538,0.7692307692307693,0.0,0
Singapore,Tanglin / Holland / Bukit Timah,Apartment,1,2965.0,341.7072943141313,3064.8327457920536,4091.739404355849,1,83.59920966176604,0,26,0,2.7549824489620054,Spacious room in shared apartment close to city center,reliable landlord and smooth move in process,borderline_review,0,0.9265731435972061,1.379548012257535,0.9629629629629629,0.0,0
Malaysia,Iskander Puteri,Apartment,1,490.0,69.64850940592758,554.2061206943458,918.0913986700431,0,45.48739705206181,0,17,13,2.884568627376378,too good to be true premium flat bitcoin accepted,different from photos,borderline_review,0,0.9885090415768549,1.869839915824935,0.5483870967741935,0.55,0
Georgia,Tbilisi,Apartment,1,539.0,46.07811317848024,582.8296812327418,868.6421411032826,1,65.01097538933875,0,21,14,3.5459862542649216,Clean studio in quiet neighborhood with good sunlight,okay place,borderline_review,0,0.9944573396059424,1.6085965575986714,0.5833333333333334,0.0,0
Georgia,Tbilisi,House,1,619.8499999999999,44.50213865111541,567.265668658923,832.9044051723027,1,64.64461834586486,0,10,10,3.0667519925073186,urgent half price apartment no viewing deposit before viewing,not bad,borderline_review,0,0.8525796126678943,1.3415549732983858,0.47619047619047616,0.9999999999999999,0
Brazil,Fortaleza,Apartment,2,250.0,15.686622712994483,300.7516885220309,266.29994659971675,1,66.14800343231468,1,24,7,3.2596671944497655,owner abroad no visit possible wire transfer only,"decent listing, no major problems",borderline_review,0,1.127734437755046,1.0609559625486722,0.75,0.8999999999999999,0
Ireland,Dublin,Apartment,1,2320.0,341.13064774627736,2714.8697012874745,4851.910920721207,1,44.964223378480796,0,38,3,4.147717126171479,too good to be true premium flat bitcoin accepted,different from photos,borderline_review,0,1.0198108434632407,2.090439862439124,0.9047619047619048,0.55,0
Denmark,Aarhus,Apartment,3,1955.0,119.58059941864421,1932.5409600564394,2279.3286390526205,1,80.64912786606209,0,2,12,3.472687164027866,Comfortable flat with balcony and furnished kitchen,not bad,borderline_review,0,0.9310845170733099,1.165300940210951,0.13333333333333333,0.0,0
Netherlands,Rotterdam,Apartment,1,2350.0,444.1733425555189,2752.2705002455145,5518.508679735252,1,46.889305827611935,0,15,7,2.8479780173350937,Clean studio in quiet neighborhood with good sunlight,okay place,borderline_review,0,0.9846510977845904,2.347302713626224,0.6521739130434783,0.0,0
Finland,Oulu,Apartment,2,1060.0,42.195296084781376,1085.6939011038617,1979.6034228294627,0,65.8682647307194,1,2,6,3.0377231538319545,owner abroad no visit possible wire transfer only,okay place,borderline_review,0,0.9841357237081849,1.8657902194434144,0.2222222222222222,0.8999999999999999,0
Germany,Leipzig,Apartment,2,883.0,85.8065170628623,928.9136439284047,1444.986886827337,1,80.53904493013734,1,16,0,3.40302123130081,urgent half price apartment no viewing deposit before viewing,reliable landlord and smooth move in process,borderline_review,0,0.9578339881048593,1.6346005507096573,0.9411764705882353,0.9499999999999998,0
Australia,Perth,Studio,1,1336.0,85.75101801454838,1722.3453284723519,1373.0839324087933,1,74.19610580706302,0,7,12,4.0715723294689665,Spacious room in shared apartment close to city center,professional communication and returned deposit on time,borderline_review,0,1.2105739561345652,1.0269887302982748,0.35,0.0,0
United Arab Emirates,Sharjah,Apartment,1,885.0,97.52674401236158,1124.466443404421,1526.2067777185118,1,39.82363839458979,0,20,11,3.264158149948665,Comfortable flat with balcony and furnished kitchen,not bad,borderline_review,0,1.1433003222841573,1.7225810132263113,0.625,0.0,0
United States,San Diego,Apartment,1,2500.0,121.32301224483587,2714.3376577083427,5983.123513615701,0,57.396691632707316,0,16,10,2.35146429373733,owner abroad no visit possible wire transfer only,okay place,borderline_review,0,1.035088982186347,2.3922924884509,0.5925925925925926,0.8999999999999999,0
Tunisia,Ariana,Apartment,2,309.0,47.207083515256144,418.6554437749513,775.0710354921243,1,58.95537654280131,0,35,11,3.9000488344303728,too good to be true premium flat bitcoin accepted,mixed experience,borderline_review,1,1.1720244729051426,2.5002291467487883,0.7446808510638298,0.55,0
Australia,Gold Coast,Apartment,1,1810.0,171.77546465000788,1850.5812335395765,2762.3167719707512,1,85.00235989496497,0,26,10,2.465970114110274,too good to be true premium flat bitcoin accepted,professional communication and returned deposit on time,borderline_review,0,0.9333286933052877,1.5252991562511051,0.7027027027027027,0.5,0
Turkey,Izmir,Apartment,2,570.0,62.019255070527734,579.9155267880293,902.7759043392863,1,73.55730814733099,0,31,1,3.9042756757936923,Well maintained property with clear contract terms,"good experience, apartment matched photos",borderline_review,0,0.9161104060308847,1.5810436153052299,0.9393939393939394,0.0,0
Hungary,Nyï¿½regyhï¿½za,Apartment,1,530.0,31.4088685715861,506.7429193052166,660.4085652499708,1,51.93127347151853,1,25,0,2.465006217031212,owner abroad no visit possible wire transfer only,professional communication and returned deposit on time,borderline_review,0,0.9010222768930535,1.2437072791901522,0.9615384615384616,0.8499999999999999,0
Kazakhstan,Ust-Kamenogorsk,Apartment,1,370.0,16.662082446738218,446.1663420925828,727.3421522079634,1,64.71487363303233,0,32,1,2.552819443675291,Comfortable flat with balcony and furnished kitchen,different from photos,borderline_review,0,1.150915609998774,1.9604909763017881,0.9411764705882353,0.0,0
Philippines,Cebu City,Apartment,2,1046.0,55.21747555435779,1164.9801091994643,1672.7833065286688,0,35.25388700367419,0,28,10,3.485454800918148,Well maintained property with clear contract terms,professional communication and returned deposit on time,borderline_review,0,1.0569421507434729,1.5976917922909921,0.717948717948718,0.0,0
Germany,Dï¿½sseldorf,Studio,1,819.2,140.6512895564643,968.8980243198079,1104.2440026181173,0,73.99725408908527,1,24,11,2.8061295343959416,Recently updated apartment with washing machine and wifi,different from photos,borderline_review,0,1.0083745891282074,1.3463106591296234,0.6666666666666666,0.0,0
Malaysia,Kuala Lumpur,Apartment,1,690.0,27.86753976053471,806.0662082249535,1472.5595576379053,1,62.252971791468134,0,33,14,2.7563251895810974,Well maintained property with clear contract terms,okay place,borderline_review,0,1.1213000499277876,2.13105579976542,0.6875,0.0,0
